StartDate,EndDate,Status,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,,,DistributionChannel,UserLanguage,consent,id,birth_year,sc_instructions,spanking_1986,spanking_2018,spanking_self,woman_home_1977,woman_home_2018,woman_home_self,weed_1973,weed_2018,weed_self,affairs_1973,affairs_2018,affairs_self,harassment_1986,harassment_2017,harassment_self,woman_prez_1972,woman_prez_2010,woman_prez_self,religion_1965,religion_2018,religion_self,politics_1990,politics_2016,politics_self,abortion_1977,abortion_2018,abortion_self,premarital_sex_1972,premarital_sex_2018,premarital_sex_self,black_prez_1978,black_prez_2010,black_prez_self,gay_marriage_1988,gay_marriage_2018,gay_marriage_self,gun_1972,gun_2018,gun_self,handgun_1987,handgun_2019,handgun_self,assault_1996,assault_2018,assault_self,death_1972,death_2018,death_self,smoking_1990,smoking_2018,smoking_self,immigration_1965,immigration_2019,immigration_self,i_strength_1994,i_strength_2019,i_strength_self,climate_worry_1990,climate_worry_2019,climate_worry_self,climate_belief_2001,climate_belief_2019,climate_belief_self,women_draft_1979,women_draft_2016,women_draft_self,bible_1976,bible_2017,bible_self,god_1965,god_2017,god_self,black_intel_1990,black_intel_2018,black_intel_self,black_work_1990,black_work_2018,black_work_self,hispanic_work_1990,hispanic_work_2018,hispanic_work_self,hispanic_intel_1990,hispanic_intel_2018,hispanic_intel_self,asian_work_1992,asian_work_2016,asian_work_self,black_marry_1990,black_marry_2018,black_marry_self,hispanic_marry_1990,hispanic_marry_2018,hispanic_marry_self,asian_marry_1990,asian_marry_2018,asian_marry_self,women_politics_1974,women_politics_2018,women_politics_self,abortion_health_1972,abortion_health_2018,abortion_health_self,women_work_1994,women_work_2012,women_work_self,women_preschool_1988,women_preschool_2012,women_preschool,gay_adopt_1992,gay_adopt_2016,gay_adopt,gay_military_1992,gay_military_2012,gay_military_self,communist_1972,communist_2018,communist_self,anti_religion_1972,anti_religion_2018,anti_religion_self,homo_speak_1973,homo_speak_2018,homo_speak_self,militarist_1976,militarist_2018,militarist_self,racist_1976,racist_2018,racist_self,therm_explain,black_1964,black_2016,black_self,hispanic_1976,hispanic_2016,hispanic_self,illegal_1988,illegal_2016,illegal_self,gay_1984,gay_2016,gay_self,asian_1992,asian_2016,asian_self,poor_1972,poor_2016,poor_self,welfare_1976,welfare_2012,welfare_self,feminists_1988,feminists_2016,feminists_self,attention_1,attention_2,social_change,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,political_ideology,political_party,lookup,comments,instructions_2_TEXT,FL_59_DO_FL_60,FL_59_DO_FL_270,FL_59_DO_FL_224,FL_59_DO_FL_163,FL_59_DO_FL_166,FL_40_DO_spanking,FL_40_DO_womanhome,FL_40_DO_weed,FL_40_DO_affairs,FL_40_DO_sexualharassment,FL_40_DO_womanpresident,FL_40_DO_religion,FL_40_DO_politics,FL_40_DO_abortion,FL_40_DO_premaritalsex,FL_40_DO_blackpresident,FL_40_DO_gaymarriage,FL_40_DO_gun,FL_40_DO_handgun,FL_40_DO_assault,FL_40_DO_death,FL_40_DO_smoking,FL_40_DO_immigration,FL_40_DO_i_strength,FL_40_DO_climate_worry,FL_40_DO_climate_belief,FL_40_DO_women_draft,FL_40_DO_bible,FL_40_DO_god,FL_40_DO_black_intel,FL_40_DO_black_work,FL_40_DO_hispanic_work,FL_40_DO_hispanic_intel,FL_40_DO_asian_work,FL_40_DO_black_marry,FL_40_DO_hispanic_marry,FL_40_DO_asian_marry,FL_40_DO_women_politics,FL_40_DO_abortion_health,FL_40_DO_women_work,FL_40_DO_women_preschool,FL_40_DO_gay_adopt,FL_40_DO_gay_military,FL_40_DO_communist,FL_40_DO_anti_religion,FL_40_DO_homo_speak,FL_40_DO_militarist,FL_40_DO_racist,FL_272_DO_spanking,FL_272_DO_womanhome,FL_272_DO_weed,FL_272_DO_affairs,FL_272_DO_sexualharassment,FL_272_DO_womanpresident,FL_272_DO_religion,FL_272_DO_politics,FL_272_DO_abortion,FL_272_DO_premaritalsex,FL_272_DO_blackpresident,FL_272_DO_gaymarriage,FL_272_DO_gun,FL_272_DO_handgun,FL_272_DO_assault,FL_272_DO_death,FL_272_DO_smoking,FL_272_DO_immigration,FL_272_DO_i_strength,FL_272_DO_climate_worry,FL_272_DO_climate_belief,FL_272_DO_women_draft,FL_272_DO_bible,FL_272_DO_god,FL_272_DO_black_intel,FL_272_DO_black_work,FL_272_DO_hispanic_work,FL_272_DO_hispanic_intel,FL_272_DO_asian_work,FL_272_DO_black_marry,FL_272_DO_hispanic_marry,FL_272_DO_asian_marry,FL_272_DO_women_politics,FL_272_DO_abortion_health,FL_272_DO_women_work,FL_272_DO_women_preschool,FL_272_DO_gay_adopt,FL_272_DO_gay_military,FL_272_DO_communist,FL_272_DO_anti_religion,FL_272_DO_homo_speak,FL_272_DO_militarist,FL_272_DO_racist,FL_226_DO_spanking,FL_226_DO_womanhome,FL_226_DO_weed,FL_226_DO_affairs,FL_226_DO_sexualharassment,FL_226_DO_womanpresident,FL_226_DO_religion,FL_226_DO_politics,FL_226_DO_abortion,FL_226_DO_premaritalsex,FL_226_DO_blackpresident,FL_226_DO_gaymarriage,FL_226_DO_gun,FL_226_DO_handgun,FL_226_DO_assault,FL_226_DO_death,FL_226_DO_smoking,FL_226_DO_immigration,FL_226_DO_i_strength,FL_226_DO_climate_worry,FL_226_DO_climate_belief,FL_226_DO_women_draft,FL_226_DO_bible,FL_226_DO_god,FL_226_DO_black_intel,FL_226_DO_black_work,FL_226_DO_hispanic_work,FL_226_DO_hispanic_intel,FL_226_DO_asian_work,FL_226_DO_black_marry,FL_226_DO_hispanic_marry,FL_226_DO_asian_marry,FL_226_DO_women_politics,FL_226_DO_abortion_health,FL_226_DO_women_work,FL_226_DO_women_preschool,FL_226_DO_gay_adopt,FL_226_DO_gay_military,FL_226_DO_communist,FL_226_DO_anti_religion,FL_226_DO_homo_speak,FL_226_DO_militarist,FL_226_DO_racist,FL_163_DO_FL_161,FL_163_DO_FL_61,FL_116_DO_spanking,FL_116_DO_womanhome,FL_116_DO_weed,FL_116_DO_affairs,FL_116_DO_sexualharassment,FL_116_DO_womanpresident,FL_116_DO_religion,FL_116_DO_politics,FL_116_DO_abortion,FL_116_DO_premaritalsex,FL_116_DO_blackpresident,FL_116_DO_gaymarriage,FL_116_DO_gun,FL_116_DO_handgun,FL_116_DO_assault,FL_116_DO_death,FL_116_DO_smoking,FL_116_DO_immigration,FL_116_DO_i_strength,FL_116_DO_climate_worry,FL_116_DO_climate_belief,FL_116_DO_women_draft,FL_116_DO_bible,FL_116_DO_god,FL_116_DO_black_intel,FL_116_DO_black_work,FL_116_DO_hispanic_work,FL_116_DO_hispanic_intel,FL_116_DO_asian_work,FL_116_DO_black_marry,FL_116_DO_hispanic_marry,FL_116_DO_asian_marry,FL_116_DO_women_politics,FL_116_DO_abortion_health,FL_116_DO_women_work,FL_116_DO_women_preschool,FL_116_DO_gay_adopt,FL_116_DO_gay_military,FL_116_DO_communist,FL_116_DO_anti_religion,FL_116_DO_homo_speak,FL_116_DO_militarist,FL_116_DO_racist,FL_19_DO_blackthermometer,FL_19_DO_hispanicthermometer,FL_19_DO_illegal,FL_19_DO_Gaysandlesbiansthermometer,FL_19_DO_Asian-Americansthermometer,FL_19_DO_poorpeoplethermometer,FL_19_DO_welfare,FL_19_DO_feministsthermometer,FL_166_DO_FL_167,FL_166_DO_FL_213,FL_169_DO_spanking,FL_169_DO_womanhome,FL_169_DO_weed,FL_169_DO_affairs,FL_169_DO_sexualharassment,FL_169_DO_womanpresident,FL_169_DO_religion,FL_169_DO_politics,FL_169_DO_abortion,FL_169_DO_premaritalsex,FL_169_DO_blackpresident,FL_169_DO_gaymarriage,FL_169_DO_gun,FL_169_DO_handgun,FL_169_DO_assault,FL_169_DO_death,FL_169_DO_smoking,FL_169_DO_immigration,FL_169_DO_i_strength,FL_169_DO_climate_worry,FL_169_DO_climate_belief,FL_169_DO_women_draft,FL_169_DO_bible,FL_169_DO_god,FL_169_DO_black_intel,FL_169_DO_black_work,FL_169_DO_hispanic_work,FL_169_DO_hispanic_intel,FL_169_DO_asian_work,FL_169_DO_black_marry,FL_169_DO_hispanic_marry,FL_169_DO_asian_marry,FL_169_DO_women_politics,FL_169_DO_abortion_health,FL_169_DO_women_work,FL_169_DO_women_preschool,FL_169_DO_gay_adopt,FL_169_DO_gay_military,FL_169_DO_communist,FL_169_DO_anti_religion,FL_169_DO_homo_speak,FL_169_DO_militarist,FL_169_DO_racist,FL_215_DO_blackthermometer,FL_215_DO_hispanicthermometer,FL_215_DO_illegal,FL_215_DO_Gaysandlesbiansthermometer,FL_215_DO_Asian-Americansthermometer,FL_215_DO_poorpeoplethermometer,FL_215_DO_welfare,FL_215_DO_feministsthermometer
2/20/20,2/20/20,IP Address,,100,844,TRUE,43881.59153,R_1psefFFHm3jnjZp,,,,,,,anonymous,EN,I consent to take part in this study,5be86c1093ca1f00014dab09,1963,I understand,30,50,Agree,75,30,Disagree,60,80,Not legal,,,,,,,,,,,,,30,75,Not at all interested,50,80,No,,,,,,,,,,,,,,,,,,,,,,60,80,"No, not made illegal",,,,,,,30,50,Only a little,,,,,,,,,,,,,5,6,5,,,,4,5,5,,,,1 (hardworking),1 (hardworking),1 (hardworking),40,70,Neither in favor nor opposed,80,90,Neither in favor nor opposed,10,80,Neither in favor nor opposed,80,30,Disagree,40,70,No,,,,,,,20,60,No,,,,20,40,Not allowed,,,,40,60,Not allowed,40,50,Not allowed,60,15,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7 (very quickly),56,Female,Black or African-American,English,,Very Good,Other,tree,Associate's degree,Neither liberal nor conservative,Independent,No,"Marriage is on a decline, so the race of a person you marry is not important. Can the person fulfill there role in a marriage . ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,6,,,,,13,5,,,,,,,,15,,,18,,,,,1,,19,,7,8,3,16,14,17,,,4,,9,,12,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,1022,TRUE,43881.59153,R_sHJE5KWwPdvhOh3,,,,,,,anonymous,EN,I consent to take part in this study,5ade6e74066c510001d43903,1972,I understand,,,,90,20,Agree,50,85,Not legal,45,90,Always wrong,,,,,,,,,,,,,,,,,,,,,,,,,15,70,Favor,,,,,,,,,,5,20,"Yes, made illegal",,,,10,85,Strengthen our country,15,50,A fair amount,,,,,,,,,,75,30,Yes,,,,4,6,5,,,,2,5,4,3,1 (hardworking),1 (hardworking),,,,85,20,Very in favor,95,30,Very in favor,89,50,Disagree,,,,,,,,,,1,75,No,95,80,Don't think so,50,60,Allowed,,,,1,80,Allowed,50,50,Not allowed,20,85,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,47,Male,Black or African-American,English,,Very Good,Other,tree,Some college,Neither liberal nor conservative,Independent,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,19,16,,,,,,,,,20,,,,4,,12,3,,,,9,,7,,1,15,,18,8,14,,,,13,2,11,,10,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,639,TRUE,43881.59156,R_1jwfc3QYgif7KV3,,,,,,,anonymous,EN,I consent to take part in this study,5dd1013c92b0d219edafe572,1981,I understand,,,,,,,,,,,,,47,98,Big problem,67,95,Yes,89,79,Fairly important,,,,37,73,Yes,,,,,,,71,82,Strongly agree,59,91,Favor,77,90,"Yes, should be",,,,,,,80,90,"Yes, made illegal",94,82,Kept at present level,,,,,,,,,,23,76,Should,37,79,"Inspired word of God, not to be taken literally",94,81,Yes,,,,,,,,,,6,3,7 (intelligent),2,1 (hardworking),1 (hardworking),,,,90,77,Very in favor,,,,,,,,,,70,80,Agree,,,,,,,87,79,"Yes, think so",89,41,Not allowed,,,,81,93,Allowed,,,,10,25,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,39,Male,Hispanic or Latino Origin,English,,Very Good,Other,tree,Four-year college degree,Neither liberal nor conservative,Independent,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,16,,15,,,14,17,20,,,5,12,,,,18,6,19,,,,1,13,,8,,,,2,,,11,10,,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,720,TRUE,43881.5916,R_aWqlqULYRlqBEA1,,,,,,,anonymous,EN,I consent to take part in this study,589a46af57995d0001a8a03a,1980,I understand,,,,80,20,Strongly disagree,,,,,,,,,,,,,90,20,Not very important,,,,5,45,Yes,70,20,Not wrong at all,10,70,Yes,10,75,Strongly agree,,,,40,40,"Yes, should be",,,,,,,10,85,"No, not made illegal",50,50,Kept at present level,,,,5,45,Not at all,,,,,,,10,35,"Ancient book of fables, legends, history, and moral precepts recorded by man",95,55,No,2,7 (intelligent),7 (intelligent),5,2,1 (hardworking),6,3,1 (hardworking),,,,,,,80,20,Very in favor,65,20,Very in favor,80,10,Very in favor,,,,,,,,,,,,,10,85,Yes,,,,,,,,,,5,85,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1 (very slowly),39,Female,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Lean Democrat,No,,,1,,,,,,1,,,,,4,,15,13,14,19,,6,,,17,5,,12,,,20,9,2,11,18,,,8,16,3,,,,,7,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,804,TRUE,43881.59162,R_27kzvL7dOwlpF2M,,,,,,,anonymous,EN,I consent to take part in this study,5add031edee8590001b02b9c,2000,I understand,90,66,Agree,74,47,Agree,20,74,Legal,,,,,,,23,60,Yes,60,25,Not very important,25,35,Fairly interested,22,47,No,34,43,Almost always wrong,10,50,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,44,Natural changes,,,,,,,66,35,Yes,3,4,4,,,,3,4,4,,,,,,,40,24,Neither in favor nor opposed,35,30,Somewhat in favor,,,,88,33,Agree,,,,22,47,Agree,,,,,,,,,,16,44,Allowed,15,40,Allowed,,,,,,,45,59,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,19,Male,Asian,English,,Fair,Other,tree,Some college,Somewhat conservative,Independent,No,47,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,2,,,8,3,11,1,16,15,,,,,,,,,,12,,,13,5,,14,,,6,20,,18,,17,,,,7,9,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,978,TRUE,43881.59163,R_3rYsuPB8kzZVlPe,,,,,,,anonymous,EN,I consent to take part in this study,5d4f1741f20feb00190b6201,1949,I understand,,,,,,,,,,,,,55,20,Big problem,55,85,Yes,80,55,Fairly important,,,,,,,,,,50,80,Yes,,,,,,,,,,,,,,,,60,80,"No, not made illegal",,,,75,85,Strengthen our country,60,85,A great deal,,,,,,,,,,90,65,Yes,,,,,,,5,3,1 (hardworking),,,,,,,,,,,,,,,,,,,,,,,,,20,5,Work full time,45,70,Yes,,,,,,,,,,,,,,,,50,20,Allowed,I understand,50,85,90,60,75,85,10,10,50,35,75,85,65,85,90,65,80,85,30,60,70,70,85,95,1,1,5,70,Female,White,English,,Very Good,Other,tree,Some college,Somewhat liberal,Strongly Democrat,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,5,2,1,,,,10,,,,,,9,,12,6,,,,4,,,7,,,,,,,,,11,3,,,,,,8,7,8,2,6,5,4,1,3
2/20/20,2/20/20,IP Address,,100,592,TRUE,43881.59164,R_W73Fx6C7uAUVNXH,,,,,,,anonymous,EN,I consent to take part in this study,5e29cddff4a305034a1c6cd9,1977,I understand,,,,,,,,,,,,,50,10,Somewhat of a problem,,,,70,25,Not very important,60,45,Somewhat interested,,,,50,15,Not wrong at all,,,,,,,,,,15,45,"No, should not be",,,,,,,10,40,"No, not made illegal",40,50,Kept at present level,,,,25,65,A great deal,45,70,Human activities,,,,30,45,"Inspired word of God, not to be taken literally",,,,1 (unintelligent),5,4,6,4,4,1 (hardworking),1 (hardworking),1 (hardworking),,,,4,2,1 (hardworking),75,35,Neither in favor nor opposed,15,40,Somewhat in favor,,,,,,,30,50,Yes,50,70,Agree,,,,,,,,,,20,10,Not allowed,,,,20,80,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,43,Male,White,English,,Very Good,Other,tree,Some college,Neither liberal nor conservative,Independent,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,8,19,,3,,,,18,,,2,14,,6,5,,20,,11,7,16,,9,1,13,,,10,12,,,,15,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,913,TRUE,43881.59166,R_5vGvNJElrDyIoox,,,,,,,anonymous,EN,I consent to take part in this study,59ff47d47ecfc50001be0555,1980,I understand,,,,60,25,Strongly disagree,20,60,Not legal,0,7,Always wrong,,,,,,,90,70,Very important,70,70,Somewhat interested,20,60,No,,,,70,90,Yes,,,,30,40,Oppose,25,40,"No, should not be",50,50,"No, should not be",,,,,,,,,,,,,,,,,,,,,,30,60,"Ancient book of fables, legends, history, and moral precepts recorded by man",90,70,Yes,,,,,,,,,,7 (intelligent),7 (intelligent),7 (intelligent),1 (hardworking),1 (hardworking),1 (hardworking),50,50,Neither in favor nor opposed,,,,,,,,,,20,60,No,30,50,Strongly agree,25,25,Work full time,40,60,No,,,,,,,,,,50,70,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,4,39,Male,White,English,,Very Good,Other,tree,Graduate school,Very conservative,Strongly Republican,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,6,,,10,2,16,,19,,1,8,3,,,,,,,,14,7,,,,9,20,18,,,,15,13,5,17,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,367,TRUE,43881.59166,R_Q4dZOCF0XP8vEEV,,,,,,,anonymous,EN,I consent to take part in this study,58a5cf959e040a0001399f07,1992,I understand,60,20,Strongly disagree,,,,,,,5,15,Wrong only sometimes,,,,30,75,Yes,70,30,Not very important,,,,,,,80,20,Not wrong at all,30,80,Yes,,,,20,40,Favor,30,40,"Yes, should be",,,,60,30,Oppose,10,30,"Yes, made illegal",,,,,,,,,,20,60,Human activities,,,,,,,,,,3,5,5,,,,,,,,,,,,,,,,20,10,Very in favor,30,80,Very in favor,70,20,Disagree,,,,20,80,Agree,20,10,Work full time,,,,20,70,"Yes, think so",10,30,Allowed,20,50,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,27,Female,White,English,,Very Good,Other,tree,Some college,Very liberal,Strongly Democrat,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,12,,1,2,,,4,6,,18,3,,17,8,,,,19,,,,10,,,,,,15,11,5,,13,14,,9,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,623,TRUE,43881.59167,R_Opr2DyANJtZHSJr,,,,,,,anonymous,EN,I consent to take part in this study,571643bbcd6ea20009dbb6b0,1989,I understand,,,,,,,48,75,Legal,,,,,,,30,70,Yes,,,,29,45,Fairly interested,45,65,Yes,,,,40,70,Yes,30,70,Agree,,,,,,,60,70,"Yes, should be",49,39,Oppose,,,,,,,,,,20,60,A fair amount,40,20,Human activities,,,,,,,,,,5,6,6,3,2,2,3,2,2,,,,,,,,,,,,,,,,70,40,Disagree,55,75,Yes,,,,50,40,Work part-time,30,70,Yes,30,70,"Yes, think so",,,,,,,67,90,Allowed,40,75,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,30,Female,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat conservative,Lean Republican,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,15,,6,8,,13,11,,,12,9,,,,20,16,,,,2,19,10,,,,,,17,14,,7,18,4,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,792,TRUE,43881.59168,R_27VUVWG5923BbuG,,,,,,,anonymous,EN,I consent to take part in this study,5adfa294066c510001d4592a,1971,I understand,,,,88,76,Disagree,35,80,Legal,,,,92,29,Somewhat of a problem,41,66,Yes,,,,55,37,Fairly interested,,,,79,23,Not wrong at all,,,,73,91,Strongly agree,,,,,,,,,,89,60,Oppose,22,68,"No, not made illegal",,,,,,,,,,57,69,Human activities,,,,,,,91,44,No,,,,,,,5,2,1 (hardworking),,,,1 (hardworking),2,1 (hardworking),85,74,Somewhat in favor,84,45,Somewhat in favor,,,,,,,65,90,Yes,,,,78,59,Work part-time,,,,,,,12,35,Allowed,,,,,,,34,11,Not allowed,77,29,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,48,Male,White,English,,Very Good,Other,tree,Associate's degree,Somewhat liberal,Independent,No,"Some of the questions warranted a ""both,"" or perhaps an ""other"" option.",,1,,,,,,3,1,,17,12,,4,,9,,18,,,,14,20,,,,8,,,7,,,15,,5,16,6,,,10,,2,,,13,,,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,826,TRUE,43881.59171,R_30pZ5uuauE2HSCF,,,,,,,anonymous,EN,I consent to take part in this study,5858b2ca83a02d0001e38fd2,1978,I understand,,,,,,,45,70,Legal,17,17,Almost always wrong,50,20,Somewhat of a problem,,,,,,,30,80,Fairly interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,,,,,,,25,50,Somewhat in favor,,,,,,,,,,,,,25,80,Work full time,15,65,Yes,,,,5,5,Not allowed,,,,10,45,Allowed,15,5,Not allowed,60,30,Not allowed,I understand,40,50,60,25,40,50,5,10,10,10,50,70,30,50,50,20,35,35,10,20,50,10,10,10,1,1,3,41,Male,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Lean Democrat,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,3,2,12,,,11,,,,,,,,,,,,,,,,,,,,9,,,8,,,,,5,4,,10,,7,6,1,1,2,5,7,4,6,8,3
2/20/20,2/20/20,IP Address,,100,442,TRUE,43881.59171,R_2OPFbZRRO2ctD4E,,,,,,,anonymous,EN,I consent to take part in this study,5b2c4eeb5b5c0900018b3df1,1989,I understand,75,40,Strongly agree,,,,,,,80,65,Always wrong,,,,20,50,Yes,,,,30,45,Fairly interested,,,,60,35,Not wrong at all,,,,20,90,Strongly agree,,,,,,,,,,60,40,Oppose,,,,30,50,Kept at present level,,,,,,,40,70,Human activities,,,,10,60,"Inspired word of God, not to be taken literally",95,60,Yes,3,6,6,,,,,,,3,6,6,2,2,2,,,,,,,40,15,Very in favor,,,,42,75,Yes,35,65,Neither agree nor disagree,,,,,,,30,85,"Yes, think so",,,,30,55,Allowed,,,,20,40,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1 (very slowly),30,Male,White,English,,Very Good,Other,tree,Graduate school,Somewhat liberal,Lean Democrat,No,,,1,,,,,13,,,6,,1,,15,,12,,8,,,,17,,20,,,5,,9,11,19,,,10,16,,,14,,4,3,,,2,,7,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
